Season	Episode	Season & Episode	Title	Author	Quote
01	01	0101	The One Where Monica Gets A Roommate	Monica	 Is it me? Is it like I have some sort ofbeacon that only dogs and men with severe emotional problems can hear? 
01	01	0101	The One Where Monica Gets A Roommate	Phoebe	 All right, c'mere, gimme your feet.  
01	01	0101	The One Where Monica Gets A Roommate	Monica	 I just thought he was nice, y'know? 
01	01	0101	The One Where Monica Gets A Roommate	Joey	  I can't believe you didn't know it was a line!
01	01	0101	The One Where Monica Gets A Roommate	Rachel	 Guess what? 
01	01	0101	The One Where Monica Gets A Roommate	Ross	 You got a job? 
01	01	0101	The One Where Monica Gets A Roommate	Rachel	 Are you kidding? I'm trained for nothing! I was laughed out of twelveinterviews today. 
01	01	0101	The One Where Monica Gets A Roommate	Chandler	 And yet you're surprisingly upbeat. 
01	01	0101	The One Where Monica Gets A Roommate	Rachel	 You would be too if you found John and David boots on sale, fiftypercent off! 
01	01	0101	The One Where Monica Gets A Roommate	Chandler	 Oh, how well you know me... 
01	01	0101	The One Where Monica Gets A Roommate	Rachel	 They're my new 'I don't need a job, I don't need my parents, I've gotgreat boots' boots! 
01	01	0101	The One Where Monica Gets A Roommate	Monica	 How'd you pay for them? 
01	01	0101	The One Where Monica Gets A Roommate	Rachel	 Uh, credit card. 
01	01	0101	The One Where Monica Gets A Roommate	Monica	 And who pays for that? 
01	01	0101	The One Where Monica Gets A Roommate	Rachel	 Um... my... father. 
01	01	0101	The One Where Monica Gets A Roommate	Rachel	 Oh God, come on youguys, is this really necessary?  I mean, I can stop charging anytime I want. 
01	01	0101	The One Where Monica Gets A Roommate	Monica	 C'mon, you can't live off your parents your whole life. 
01	01	0101	The One Where Monica Gets A Roommate	Rachel	 I know that. That's why I was getting married. 
01	01	0101	The One Where Monica Gets A Roommate	Phoebe	 Give her a break, it's hard being on your own for the first time. 
01	01	0101	The One Where Monica Gets A Roommate	Rachel	 Thank you. 
01	01	0101	The One Where Monica Gets A Roommate	Phoebe	 You're welcome. I remember when I first came to this city. I wasfourteen. My mom had just killed herself and my step-dad was back in prison, and I gothere, and I didn't know anybody. And I ended up living with this albino guy who was, like,cleaning windshields outside port authority, and then he killed himself, and then I foundaromatherapy. So believe me, I know exactly how you feel. 
01	01	0101	The One Where Monica Gets A Roommate	Ross	 The word you're looking for is 'Anyway'... 
01	01	0101	The One Where Monica Gets A Roommate	Monica	 All right, you ready?
01	01	0101	The One Where Monica Gets A Roommate	Rachel	 No.  No, no, I'm notready!  How can I be ready?  "Hey, Rach!  You ready to jump out theairplane without your parachute?"  Come on, I can't do this!
01	01	0101	The One Where Monica Gets A Roommate	Monica	 You can, I know youcan! 
01	01	0101	The One Where Monica Gets A Roommate	Rachel	 I don't think so.
01	01	0101	The One Where Monica Gets A Roommate	Ross	 Come on, you madecoffee!   You can do anything! 
01	01	0101	The One Where Monica Gets A Roommate	Ross	 C'mon, cut. Cut, cut, cut,... 
01	01	0101	The One Where Monica Gets A Roommate	All	 Cut, cut, cut, cut, cut, cut, cut... 
01	01	0101	The One Where Monica Gets A Roommate	Rachel	 Y'know what?  I thinkwe can just leave it at that.  It's kinda like a symbolic gesture...
01	01	0101	The One Where Monica Gets A Roommate	Monica	  Rachel! That was a library card! 
01	01	0101	The One Where Monica Gets A Roommate	All	 Cut, cut, cut, cut, cut, cut, cut..
01	01	0101	The One Where Monica Gets A Roommate	Chandler	  Y'know, if you listen closely, you can hear a thousand retailers scream. 
01	01	0101	The One Where Monica Gets A Roommate	Monica	 Welcome to the real world! It sucks. You'regonna love it! 
01	01	0101	The One Where Monica Gets A Roommate	Monica	 Well, that's it  You gonna crash on the couch? 
01	01	0101	The One Where Monica Gets A Roommate	Ross	 No. No, I gotta go home sometime. 
01	01	0101	The One Where Monica Gets A Roommate	Monica	 You be okay? 
01	01	0101	The One Where Monica Gets A Roommate	Ross	 Yeah. 
